drugname,outcome_code,count
TOLVAPTAN,Hospitalization,1068
TOLVAPTAN,Life Threatening,29
TOLVAPTAN,Other Serious Outcome,2651
TOLVAPTAN,Required Intervention,3
TONMYA,Hospitalization,10
TONMYA,Other Serious Outcome,10
TOPAMAX,Congenital Anomaly,22
TOPAMAX,Disability,5
TOPAMAX,Hospitalization,34
TOPAMAX,Other Serious Outcome,202
TOPIRAMATE,Congenital Anomaly,398
TOPIRAMATE,Death,390
TOPIRAMATE,Disability,411
TOPIRAMATE,Hospitalization,662
TOPIRAMATE,Life Threatening,402
TOPIRAMATE,Other Serious Outcome,1068
TOPIRAMATE,Required Intervention,29
TOPOTECAN,Death,3
TOPOTECAN,Disability,1
TOPOTECAN,Hospitalization,13
TOPOTECAN,Life Threatening,3
TOPOTECAN,Other Serious Outcome,48
TOPOTECAN HYDROCHLORIDE,Hospitalization,9
TOPOTECAN HYDROCHLORIDE,Other Serious Outcome,10
TORADOL,Hospitalization,25
TORADOL,Other Serious Outcome,18
TOREMIFENE,Hospitalization,2
TOREMIFENE,Other Serious Outcome,5
TORIPALIMAB,Death,6
TORIPALIMAB,Disability,10
TORIPALIMAB,Hospitalization,129
TORIPALIMAB,Life Threatening,38
TORIPALIMAB,Other Serious Outcome,69
TORISEL,Other Serious Outcome,7
TORPENZ,Other Serious Outcome,7
TORSEMIDE,Death,3
TORSEMIDE,Hospitalization,12
TORSEMIDE,Life Threatening,2
TORSEMIDE,Other Serious Outcome,24
TOUJEO,Death,1
TOUJEO,Hospitalization,30
TOUJEO,Other Serious Outcome,66
TOUJEO MAX,Hospitalization,1
TOUJEO MAX,Other Serious Outcome,13
TOVIAZ,Hospitalization,15
TOVIAZ,Other Serious Outcome,38
TOVORAFENIB,Death,2
TOVORAFENIB,Other Serious Outcome,3
TPN,Other Serious Outcome,18
TRABECTEDIN,Hospitalization,8
TRABECTEDIN,Other Serious Outcome,60
TRACLEER,Death,57
TRACLEER,Disability,57
TRACLEER,Hospitalization,51
TRACLEER,Life Threatening,57
TRACLEER,Other Serious Outcome,495
TRADJENTA,Other Serious Outcome,17
TRAMADOL,Congenital Anomaly,96
TRAMADOL,Death,195
TRAMADOL,Disability,191
TRAMADOL,Hospitalization,489
TRAMADOL,Life Threatening,271
TRAMADOL,Other Serious Outcome,926
TRAMADOL,Required Intervention,14
TRAMADOL HYDROCHLORIDE,Congenital Anomaly,490
TRAMADOL HYDROCHLORIDE,Death,689
TRAMADOL HYDROCHLORIDE,Disability,622
TRAMADOL HYDROCHLORIDE,Hospitalization,660
TRAMADOL HYDROCHLORIDE,Life Threatening,648
TRAMADOL HYDROCHLORIDE,Other Serious Outcome,822
TRAMETINIB,Death,11
TRAMETINIB,Hospitalization,64
TRAMETINIB,Other Serious Outcome,108
TRANDOLAPRIL,Hospitalization,4
TRANDOLAPRIL,Life Threatening,4
TRANDOLAPRIL,Other Serious Outcome,4
TRANEXAMIC ACID,Hospitalization,119
TRANEXAMIC ACID,Life Threatening,103
TRANEXAMIC ACID,Other Serious Outcome,154
TRANSDERM SCOP,Death,4
TRANSDERM SCOP,Hospitalization,11
TRANSDERM SCOP,Life Threatening,15
TRANSDERM SCOP,Other Serious Outcome,16
TRANYLCYPROMINE SULFATE,Death,4
TRANYLCYPROMINE SULFATE,Life Threatening,4
TRANYLCYPROMINE SULFATE,Other Serious Outcome,24
TRASTUZUMAB,Death,218
TRASTUZUMAB,Disability,33
TRASTUZUMAB,Hospitalization,603
TRASTUZUMAB,Life Threatening,86
TRASTUZUMAB,Other Serious Outcome,1765
TRASTUZUMAB DERUXTECAN,Death,46
TRASTUZUMAB DERUXTECAN,Disability,26
TRASTUZUMAB DERUXTECAN,Hospitalization,219
TRASTUZUMAB DERUXTECAN,Life Threatening,37
TRASTUZUMAB DERUXTECAN,Other Serious Outcome,433
TRASTUZUMAB EMTANSINE,Hospitalization,5
TRASTUZUMAB EMTANSINE,Other Serious Outcome,11
TRAVASOL,Other Serious Outcome,2
TRAVATAN Z,Other Serious Outcome,6
TRAVOPROST,Other Serious Outcome,8
TRAZIMERA,Hospitalization,30
TRAZIMERA,Other Serious Outcome,54
TRAZODONE,Congenital Anomaly,166
TRAZODONE,Death,263
TRAZODONE,Disability,166
TRAZODONE,Hospitalization,286
TRAZODONE,Life Threatening,194
TRAZODONE,Other Serious Outcome,301
TRAZODONE,Required Intervention,8
TRAZODONE HCL,Disability,2
TRAZODONE HCL,Life Threatening,2
TRAZODONE HCL,Other Serious Outcome,2
TRAZODONE HCL,Required Intervention,2
TRAZODONE HYDROCHLORIDE,Death,12
TRAZODONE HYDROCHLORIDE,Hospitalization,43
TRAZODONE HYDROCHLORIDE,Life Threatening,32
TRAZODONE HYDROCHLORIDE,Other Serious Outcome,45
TREANDA,Hospitalization,3
TREANDA,Other Serious Outcome,3
TRELEGY ELLIPTA,Death,16
TRELEGY ELLIPTA,Disability,3
TRELEGY ELLIPTA,Hospitalization,126
TRELEGY ELLIPTA,Other Serious Outcome,301
TRELEGY ELLIPTA,Required Intervention,28
TRELSTAR,Death,11
TRELSTAR,Disability,5
TRELSTAR,Hospitalization,39
TRELSTAR,Other Serious Outcome,74
TREMELIMUMAB,Death,38
TREMELIMUMAB,Hospitalization,28
TREMELIMUMAB,Life Threatening,14
TREMELIMUMAB,Other Serious Outcome,22
TREMFYA,Death,292
TREMFYA,Disability,11
TREMFYA,Hospitalization,464
TREMFYA,Life Threatening,28
TREMFYA,Other Serious Outcome,1086
TREMFYA,Required Intervention,7
TREPROSTINIL,Congenital Anomaly,15
TREPROSTINIL,Death,997
TREPROSTINIL,Hospitalization,6091
TREPROSTINIL,Life Threatening,168
TREPROSTINIL,Other Serious Outcome,7724
TREPROSTINIL SODIUM,Congenital Anomaly,13
TREPROSTINIL SODIUM,Death,230
TREPROSTINIL SODIUM,Hospitalization,1275
TREPROSTINIL SODIUM,Life Threatening,36
TREPROSTINIL SODIUM,Other Serious Outcome,1333
TRESIBA,Death,6
TRESIBA,Disability,52
TRESIBA,Hospitalization,301
TRESIBA,Life Threatening,27
TRESIBA,Other Serious Outcome,509
TRETINOIN,Congenital Anomaly,2
TRETINOIN,Death,32
TRETINOIN,Disability,6
TRETINOIN,Hospitalization,12
TRETINOIN,Life Threatening,2
TRETINOIN,Other Serious Outcome,45
TREXIMET,Hospitalization,2
TREXIMET,Other Serious Outcome,5
TRIAMCINOLONE,Congenital Anomaly,2
TRIAMCINOLONE,Death,20
TRIAMCINOLONE,Disability,6
TRIAMCINOLONE,Hospitalization,48
TRIAMCINOLONE,Life Threatening,6
TRIAMCINOLONE,Other Serious Outcome,71
TRIAMCINOLONE ACETONIDE,Congenital Anomaly,123
TRIAMCINOLONE ACETONIDE,Death,54
TRIAMCINOLONE ACETONIDE,Disability,1452
TRIAMCINOLONE ACETONIDE,Hospitalization,1390
TRIAMCINOLONE ACETONIDE,Life Threatening,1327
TRIAMCINOLONE ACETONIDE,Other Serious Outcome,1693
TRIAMCINOLONE HEXACETONIDE,Other Serious Outcome,4
TRIAMTERENE AND HYDROCHLOROTHIAZIDE,Hospitalization,1
TRIAZOLAM,Hospitalization,2
TRIAZOLAM,Other Serious Outcome,2
TRICOR,Other Serious Outcome,2
TRIENTINE HYDROCHLORIDE,Hospitalization,4
TRIENTINE HYDROCHLORIDE,Other Serious Outcome,2
TRIENTINE TETRAHYDROCHLORIDE,Hospitalization,6
TRIENTINE TETRAHYDROCHLORIDE,Other Serious Outcome,27
TRIESENCE,Other Serious Outcome,5
TRIFLURIDINE AND TIPIRACIL,Hospitalization,1
TRIFLURIDINE AND TIPIRACIL,Other Serious Outcome,1
TRIHEPTANOIN,Death,1
TRIHEXYPHENIDYL,Hospitalization,3
TRIHEXYPHENIDYL,Other Serious Outcome,10
TRIJARDY XR,Hospitalization,1
TRIJARDY XR,Other Serious Outcome,2
TRIKAFTA,Congenital Anomaly,23
TRIKAFTA,Death,27
TRIKAFTA,Disability,5
TRIKAFTA,Hospitalization,505
TRIKAFTA,Life Threatening,51
TRIKAFTA,Other Serious Outcome,667
TRIKAFTA,Required Intervention,5
TRILACICLIB,Other Serious Outcome,1
TRILEPTAL,Congenital Anomaly,7
TRILEPTAL,Disability,2
TRILEPTAL,Hospitalization,50
TRILEPTAL,Life Threatening,8
TRILEPTAL,Other Serious Outcome,113
TRIMETHOPRIM,Disability,4
TRIMETHOPRIM,Hospitalization,7
TRIMETHOPRIM,Other Serious Outcome,29
TRINTELLIX,Death,1
TRINTELLIX,Disability,19
TRINTELLIX,Hospitalization,17
TRINTELLIX,Life Threatening,4
TRINTELLIX,Other Serious Outcome,194
TRINTELLIX,Required Intervention,12
TRIOSTAT,Life Threatening,2
TRIOSTAT,Other Serious Outcome,2
TRIPTODUR,Hospitalization,24
TRIPTODUR,Other Serious Outcome,53
TRIPTORELIN,Death,16
TRIPTORELIN,Disability,2
TRIPTORELIN,Hospitalization,49
TRIPTORELIN,Life Threatening,2
TRIPTORELIN,Other Serious Outcome,200
TRIPTORELIN PAMOATE,Death,27
TRIPTORELIN PAMOATE,Disability,1
TRIPTORELIN PAMOATE,Hospitalization,25
TRIPTORELIN PAMOATE,Life Threatening,1
TRIPTORELIN PAMOATE,Other Serious Outcome,147
TRISENOX,Death,1
TRISENOX,Hospitalization,5
TRISENOX,Other Serious Outcome,8
TRIUMEQ,Death,1
TRIUMEQ,Hospitalization,16
TRIUMEQ,Other Serious Outcome,26
TRIZIVIR,Hospitalization,21
TRIZIVIR,Other Serious Outcome,21
TRODELVY,Death,156
TRODELVY,Disability,28
TRODELVY,Hospitalization,171
TRODELVY,Life Threatening,6
TRODELVY,Other Serious Outcome,513
TROGARZO,Hospitalization,16
TROGARZO,Other Serious Outcome,9
TROKENDI XR,Hospitalization,1
TROKENDI XR,Other Serious Outcome,2
TROPICAMIDE,Hospitalization,2
TROPICAMIDE,Other Serious Outcome,19
TROSPIUM,Hospitalization,4
TROSPIUM,Life Threatening,4
TROSPIUM,Other Serious Outcome,4
TROSPIUM CHLORIDE,Hospitalization,2
TROSPIUM CHLORIDE,Other Serious Outcome,5
TROSPIUM CHLORIDE,Required Intervention,2
TRULANCE,Hospitalization,7
TRULANCE,Other Serious Outcome,4
TRULICITY,Congenital Anomaly,2
TRULICITY,Death,38
TRULICITY,Disability,27
TRULICITY,Hospitalization,1642
TRULICITY,Life Threatening,109
TRULICITY,Other Serious Outcome,2031
TRUQAP,Congenital Anomaly,88
TRUQAP,Death,187
TRUQAP,Disability,88
TRUQAP,Hospitalization,317
TRUQAP,Life Threatening,107
TRUQAP,Other Serious Outcome,290
TRUQAP,Required Intervention,3
TRUVADA,Death,13
TRUVADA,Disability,3
TRUVADA,Hospitalization,15
TRUVADA,Life Threatening,2
TRUVADA,Other Serious Outcome,877
TRUXIMA,Death,37
TRUXIMA,Disability,2
TRUXIMA,Hospitalization,270
TRUXIMA,Life Threatening,50
TRUXIMA,Other Serious Outcome,890
TRYNGOLZA,Hospitalization,32
TRYNGOLZA,Life Threatening,7
TRYNGOLZA,Other Serious Outcome,20
TUBERSOL,Life Threatening,9
TUBERTEST,Other Serious Outcome,4
TUCATINIB,Hospitalization,7
TUCATINIB,Other Serious Outcome,13
TUKYSA,Death,39
TUKYSA,Hospitalization,104
TUKYSA,Life Threatening,3
TUKYSA,Other Serious Outcome,279
TUMS,Congenital Anomaly,399
TUMS,Death,399
TUMS,Disability,428
TUMS,Hospitalization,428
TUMS,Life Threatening,428
TUMS,Other Serious Outcome,428
TUMS ULTRA,Congenital Anomaly,1163
TUMS ULTRA,Death,1677
TUMS ULTRA,Disability,1828
TUMS ULTRA,Hospitalization,1688
TUMS ULTRA,Life Threatening,1860
TUMS ULTRA,Other Serious Outcome,2052
TURALIO,Death,23
TURALIO,Hospitalization,160
TURALIO,Other Serious Outcome,270
TYBOST,Other Serious Outcome,3
TYENNE,Death,1
TYENNE,Hospitalization,25
TYENNE,Life Threatening,11
TYENNE,Other Serious Outcome,14
TYGACIL,Hospitalization,20
TYGACIL,Life Threatening,8
TYGACIL,Other Serious Outcome,13
TYKERB,Death,4
TYKERB,Hospitalization,33
TYKERB,Life Threatening,6
TYKERB,Other Serious Outcome,56
TYLENOL,Congenital Anomaly,4
TYLENOL,Death,40
TYLENOL,Hospitalization,134
TYLENOL,Life Threatening,15
TYLENOL,Other Serious Outcome,678
TYLENOL 8 HR ARTHRITIS PAIN,Other Serious Outcome,2
TYLENOL 8HR,Disability,1
TYLENOL 8HR,Hospitalization,10
TYLENOL 8HR,Life Threatening,6
TYLENOL 8HR,Other Serious Outcome,90
TYLENOL COLD PLUS FLU MULTI-SYMPTOM LIQUID GELS DAY,Other Serious Outcome,3
TYLENOL COLD PLUS FLU PLUS COUGH NIGHT,Other Serious Outcome,1
TYLENOL EXTRA STRENGTH,Death,5
TYLENOL EXTRA STRENGTH,Hospitalization,2
TYLENOL EXTRA STRENGTH,Other Serious Outcome,77
TYLENOL PM,Hospitalization,2
TYLENOL PM,Other Serious Outcome,40
TYLENOL PM EXTRA STRENGTH,Other Serious Outcome,2
TYLENOL PRECISE PAIN RELIEVING LIDOCAINE 4%,Other Serious Outcome,1
TYLENOL REGULAR STRENGTH,Other Serious Outcome,30
TYLENOL WITH CODEINE,Other Serious Outcome,4
TYMLOS,Death,53
TYMLOS,Disability,17
TYMLOS,Hospitalization,598
TYMLOS,Life Threatening,18
TYMLOS,Other Serious Outcome,1969
TYMLOS,Required Intervention,2
TYRUKO,Death,2
TYRUKO,Disability,17
TYRUKO,Hospitalization,14
TYRUKO,Life Threatening,3
TYRUKO,Other Serious Outcome,32
TYRVAYA,Hospitalization,6
TYRVAYA,Life Threatening,6
TYRVAYA,Other Serious Outcome,4
TYSABRI,Congenital Anomaly,6
TYSABRI,Death,89
TYSABRI,Disability,1
TYSABRI,Hospitalization,1060
TYSABRI,Life Threatening,27
TYSABRI,Other Serious Outcome,1142
TYVASO,Death,316
TYVASO,Disability,198
TYVASO,Hospitalization,3203
TYVASO,Life Threatening,77
TYVASO,Other Serious Outcome,4506
TYVASO DPI,Death,321
TYVASO DPI,Hospitalization,5161
TYVASO DPI,Life Threatening,514
TYVASO DPI,Other Serious Outcome,7136
TYVASO DPI,Required Intervention,93
TZIELD,Hospitalization,3
TZIELD,Other Serious Outcome,23
UBLITUXIMAB,Death,5
UBLITUXIMAB,Hospitalization,169
UBLITUXIMAB,Life Threatening,4
UBLITUXIMAB,Other Serious Outcome,198
UBRELVY,Death,6
UBRELVY,Disability,8
UBRELVY,Hospitalization,57
UBRELVY,Life Threatening,8
UBRELVY,Other Serious Outcome,142
UBRELVY,Required Intervention,19
UBROGEPANT,Other Serious Outcome,19
UDENYCA,Death,9
UDENYCA,Hospitalization,8
UDENYCA,Other Serious Outcome,2
ULIPRISTAL ACETATE,Hospitalization,2
ULIPRISTAL ACETATE,Life Threatening,1
ULIPRISTAL ACETATE,Other Serious Outcome,1
ULTOMIRIS,Death,176
ULTOMIRIS,Disability,7
ULTOMIRIS,Hospitalization,1019
ULTOMIRIS,Life Threatening,37
ULTOMIRIS,Other Serious Outcome,2050
ULTOMIRIS,Required Intervention,9
ULTRAVIST,Death,23
ULTRAVIST,Hospitalization,247
ULTRAVIST,Life Threatening,291
ULTRAVIST,Other Serious Outcome,443
UMECLIDINIUM BROMIDE,Hospitalization,40
UMECLIDINIUM BROMIDE,Other Serious Outcome,37
UMECLIDINIUM BROMIDE\VILANTEROL TRIFENATATE,Hospitalization,12
UMECLIDINIUM BROMIDE\VILANTEROL TRIFENATATE,Other Serious Outcome,12
UNASYN,Hospitalization,8
UNASYN,Other Serious Outcome,10
UNISOM SLEEPGELS NIGHTTIME SLEEP-AID,Hospitalization,1
UNISOM SLEEPTABS,Hospitalization,2
UNISOM SLEEPTABS,Other Serious Outcome,2
UNITUXIN,Death,318
UNITUXIN,Hospitalization,173
UNITUXIN,Life Threatening,36
UNITUXIN,Other Serious Outcome,671
UNITUXIN,Required Intervention,17
UNSPECIFIED INGREDIENT,Death,2
UNSPECIFIED INGREDIENT,Disability,2
UNSPECIFIED INGREDIENT,Hospitalization,6
UNSPECIFIED INGREDIENT,Other Serious Outcome,33
UNSPECIFIED INGREDIENT,Required Intervention,2
UP AND UP MICONAZOLE 7,Other Serious Outcome,1
UPADACITINIB,Death,3
UPADACITINIB,Disability,4
UPADACITINIB,Hospitalization,225
UPADACITINIB,Life Threatening,11
UPADACITINIB,Other Serious Outcome,270
UPLIZNA,Death,6
UPLIZNA,Hospitalization,42
UPLIZNA,Life Threatening,1
UPLIZNA,Other Serious Outcome,51
UPNEEQ,Other Serious Outcome,3
UPTRAVI,Death,197
UPTRAVI,Hospitalization,462
UPTRAVI,Life Threatening,9
UPTRAVI,Other Serious Outcome,803
UREA,Other Serious Outcome,3
URSODIOL,Death,49
URSODIOL,Hospitalization,65
URSODIOL,Life Threatening,15
URSODIOL,Other Serious Outcome,92
USTEKINUMAB,Congenital Anomaly,2
USTEKINUMAB,Death,48
USTEKINUMAB,Disability,96
USTEKINUMAB,Hospitalization,308
USTEKINUMAB,Life Threatening,14
USTEKINUMAB,Other Serious Outcome,1256
UTRASURE,Hospitalization,3
UTRASURE,Other Serious Outcome,3
UVADEX,Hospitalization,9
UVADEX,Life Threatening,6
UVADEX,Other Serious Outcome,27
UZEDY,Death,2
UZEDY,Hospitalization,20
UZEDY,Life Threatening,3
UZEDY,Other Serious Outcome,38
VABOMERE,Other Serious Outcome,1
VABYSMO,Death,79
VABYSMO,Disability,28
VABYSMO,Hospitalization,94
VABYSMO,Life Threatening,6
VABYSMO,Other Serious Outcome,1757
VADADUSTAT,Death,2
VADADUSTAT,Disability,2
VADADUSTAT,Hospitalization,10
VADADUSTAT,Other Serious Outcome,9
VAGIFEM,Hospitalization,18
VAGIFEM,Other Serious Outcome,22
VALACYCLOVIR,Death,33
VALACYCLOVIR,Hospitalization,67
VALACYCLOVIR,Life Threatening,9
VALACYCLOVIR,Other Serious Outcome,117
VALACYCLOVIR,Required Intervention,4
VALACYCLOVIR HYDROCHLORIDE,Congenital Anomaly,10
VALACYCLOVIR HYDROCHLORIDE,Death,5
VALACYCLOVIR HYDROCHLORIDE,Disability,16
VALACYCLOVIR HYDROCHLORIDE,Hospitalization,230
VALACYCLOVIR HYDROCHLORIDE,Life Threatening,28
VALACYCLOVIR HYDROCHLORIDE,Other Serious Outcome,257
VALACYCLOVIR HYDROCHLORIDE,Required Intervention,8
VALBENAZINE,Hospitalization,14
VALBENAZINE,Other Serious Outcome,17
VALBENAZINE TOSYLATE,Other Serious Outcome,1
VALCHLOR,Hospitalization,32
VALCHLOR,Other Serious Outcome,29
VALCYTE,Death,2
VALCYTE,Hospitalization,2
VALGANCICLOVIR,Congenital Anomaly,4
VALGANCICLOVIR,Death,51
VALGANCICLOVIR,Hospitalization,131
VALGANCICLOVIR,Life Threatening,34
VALGANCICLOVIR,Other Serious Outcome,212
VALGANCICLOVIR HYDROCHLORIDE,Death,8
VALGANCICLOVIR HYDROCHLORIDE,Hospitalization,32
VALGANCICLOVIR HYDROCHLORIDE,Life Threatening,2
VALGANCICLOVIR HYDROCHLORIDE,Other Serious Outcome,100
VALIUM,Death,100
VALIUM,Hospitalization,150
VALIUM,Life Threatening,84
VALIUM,Other Serious Outcome,149
VALPROATE,Death,17
VALPROATE,Hospitalization,64
VALPROATE,Life Threatening,8
VALPROATE,Other Serious Outcome,49
VALPROATE SODIUM,Death,14
VALPROATE SODIUM,Hospitalization,54
VALPROATE SODIUM,Life Threatening,8
VALPROATE SODIUM,Other Serious Outcome,86
VALPROIC ACID,Death,299
VALPROIC ACID,Disability,259
VALPROIC ACID,Hospitalization,553
VALPROIC ACID,Life Threatening,74
VALPROIC ACID,Other Serious Outcome,658
VALSARTAN,Death,60
VALSARTAN,Disability,68
VALSARTAN,Hospitalization,947
VALSARTAN,Life Threatening,59
VALSARTAN,Other Serious Outcome,1095
VALSARTAN AND HYDROCHLOROTHIAZIDE,Hospitalization,5
VALSARTAN AND HYDROCHLOROTHIAZIDE,Other Serious Outcome,4
VALTREX,Death,10
VALTREX,Disability,3
VALTREX,Hospitalization,98
VALTREX,Other Serious Outcome,128
VALTROVER,Other Serious Outcome,2
VAMOROLONE,Hospitalization,11
VAMOROLONE,Other Serious Outcome,11
VANCOCIN,Hospitalization,2
VANCOCIN,Other Serious Outcome,4
VANCOMYCIN,Death,164
VANCOMYCIN,Disability,10
VANCOMYCIN,Hospitalization,700
VANCOMYCIN,Life Threatening,168
VANCOMYCIN,Other Serious Outcome,798
VANCOMYCIN,Required Intervention,9
VANCOMYCIN HYDROCHLORIDE,Death,35
VANCOMYCIN HYDROCHLORIDE,Disability,25
VANCOMYCIN HYDROCHLORIDE,Hospitalization,225
VANCOMYCIN HYDROCHLORIDE,Life Threatening,52
VANCOMYCIN HYDROCHLORIDE,Other Serious Outcome,286
VANDETANIB,Other Serious Outcome,13
VANFLYTA,Death,11
VANFLYTA,Hospitalization,98
VANFLYTA,Life Threatening,12
VANFLYTA,Other Serious Outcome,66
VANRAFIA,Hospitalization,1
VANRAFIA,Other Serious Outcome,6
VANTAS,Hospitalization,24
VAPOR INHALER,Disability,1
VAPOR INHALER,Required Intervention,1
VARDENAFIL,Hospitalization,10
VARENICLINE,Disability,10
VARENICLINE,Hospitalization,13
VARENICLINE,Life Threatening,12
VARENICLINE,Other Serious Outcome,140
VARENICLINE TARTRATE,Disability,17
VARENICLINE TARTRATE,Hospitalization,37
VARENICLINE TARTRATE,Life Threatening,16
VARENICLINE TARTRATE,Other Serious Outcome,64
VARICELLA-ZOSTER VACCINE NOS,Other Serious Outcome,4
VARICELLA-ZOSTER VIRUS STRAIN OKA/MERCK LIVE ANTIGEN,Disability,1
VARICELLA-ZOSTER VIRUS STRAIN OKA/MERCK LIVE ANTIGEN,Hospitalization,10
VARICELLA-ZOSTER VIRUS STRAIN OKA/MERCK LIVE ANTIGEN,Life Threatening,10
VARICELLA-ZOSTER VIRUS STRAIN OKA/MERCK LIVE ANTIGEN,Other Serious Outcome,28
VARITHENA,Other Serious Outcome,6
VARIVAX,Hospitalization,5
VARIVAX,Life Threatening,5
VARIVAX,Other Serious Outcome,7
VASCEPA,Death,6
VASCEPA,Hospitalization,30
VASCEPA,Other Serious Outcome,72
VASELINE PURE BABY,Other Serious Outcome,1
VASOPRESSIN,Hospitalization,3
VASOPRESSIN,Other Serious Outcome,8
VECTIBIX,Death,64
VECTIBIX,Disability,49
VECTIBIX,Hospitalization,616
VECTIBIX,Life Threatening,63
VECTIBIX,Other Serious Outcome,920
VECURONIUM,Death,2
VECURONIUM,Hospitalization,11
VECURONIUM,Life Threatening,5
VECURONIUM,Other Serious Outcome,20
VECURONIUM BROMIDE FOR INJECTION,Death,1
VEDOLIZUMAB,Congenital Anomaly,5
VEDOLIZUMAB,Death,950
VEDOLIZUMAB,Disability,1317
VEDOLIZUMAB,Hospitalization,46799
VEDOLIZUMAB,Life Threatening,1158
VEDOLIZUMAB,Other Serious Outcome,133090
VEGZELMA,Death,3
VEGZELMA,Disability,1
VEGZELMA,Hospitalization,7
VEGZELMA,Life Threatening,1
VEGZELMA,Other Serious Outcome,16
VEKLURY,Death,10
VEKLURY,Hospitalization,14
VEKLURY,Life Threatening,4
VEKLURY,Other Serious Outcome,46
VELAGLUCERASE ALFA,Death,20
VELAGLUCERASE ALFA,Disability,60
VELAGLUCERASE ALFA,Hospitalization,8253
VELAGLUCERASE ALFA,Life Threatening,2
VELAGLUCERASE ALFA,Other Serious Outcome,14327
VELCADE,Death,26
VELCADE,Hospitalization,104
VELCADE,Life Threatening,30
VELCADE,Other Serious Outcome,318
VELETRI,Death,3
VELETRI,Hospitalization,105
VELETRI,Other Serious Outcome,18
VELPHORO,Death,9
VELPHORO,Hospitalization,14
VELPHORO,Life Threatening,1
VELPHORO,Other Serious Outcome,17
VELSIPITY,Disability,4
VELSIPITY,Hospitalization,71
VELSIPITY,Life Threatening,3
VELSIPITY,Other Serious Outcome,298
VELTASSA,Death,22
VELTASSA,Hospitalization,128
VELTASSA,Life Threatening,2
VELTASSA,Other Serious Outcome,49
VEMLIDY,Death,8
VEMLIDY,Hospitalization,19
VEMLIDY,Other Serious Outcome,51
VEMURAFENIB,Death,5
VEMURAFENIB,Hospitalization,10
VEMURAFENIB,Other Serious Outcome,114
VENCLEXTA,Death,484
VENCLEXTA,Disability,12
VENCLEXTA,Hospitalization,2087
VENCLEXTA,Life Threatening,16
VENCLEXTA,Other Serious Outcome,2072
VENETOCLAX,Death,484
VENETOCLAX,Disability,29
VENETOCLAX,Hospitalization,911
VENETOCLAX,Life Threatening,143
VENETOCLAX,Other Serious Outcome,1206
VENLAFAXINE,Congenital Anomaly,10
VENLAFAXINE,Death,65
VENLAFAXINE,Disability,23
VENLAFAXINE,Hospitalization,921
VENLAFAXINE,Life Threatening,349
VENLAFAXINE,Other Serious Outcome,1218
VENLAFAXINE,Required Intervention,12
VENLAFAXINE HCL,Disability,14
VENLAFAXINE HCL,Hospitalization,374
VENLAFAXINE HCL,Life Threatening,98
VENLAFAXINE HCL,Other Serious Outcome,472
VENLAFAXINE HCL,Required Intervention,14
VENLAFAXINE HYDROCHLORIDE,Death,1
VENLAFAXINE HYDROCHLORIDE,Disability,80
VENLAFAXINE HYDROCHLORIDE,Hospitalization,166
VENLAFAXINE HYDROCHLORIDE,Life Threatening,171
VENLAFAXINE HYDROCHLORIDE,Other Serious Outcome,527
VENLAFAXINE HYDROCHLORIDE,Required Intervention,28
VENOFER,Death,7
VENOFER,Disability,54
VENOFER,Hospitalization,143
VENOFER,Life Threatening,18
VENOFER,Other Serious Outcome,312
VENOFER,Required Intervention,1
VENTAVIS,Death,5
VENTAVIS,Hospitalization,79
VENTAVIS,Life Threatening,5
VENTAVIS,Other Serious Outcome,70
VENTOLIN,Hospitalization,31
VENTOLIN,Life Threatening,10
VENTOLIN,Other Serious Outcome,558
VENTOLIN HFA,Hospitalization,8
VENTOLIN HFA,Other Serious Outcome,100
VENTOLIN HFA,Required Intervention,4
VENXXIVA,Hospitalization,2
VENXXIVA,Other Serious Outcome,2
VEOZAH,Hospitalization,17
VEOZAH,Other Serious Outcome,73
VEPESID,Death,1
VERAPAMIL,Hospitalization,154
VERAPAMIL,Life Threatening,98
VERAPAMIL,Other Serious Outcome,85
VERAPAMIL,Required Intervention,8
VERAPAMIL HCL,Hospitalization,7
VERAPAMIL HCL,Life Threatening,7
VERAPAMIL HCL,Other Serious Outcome,5
VERAPAMIL HYDROCHLORIDE,Hospitalization,31
VERAPAMIL HYDROCHLORIDE,Life Threatening,17
VERAPAMIL HYDROCHLORIDE,Other Serious Outcome,33
VERICIGUAT,Death,1
VERICIGUAT,Other Serious Outcome,1
VERKAZIA,Other Serious Outcome,3
VERMOX,Hospitalization,4
VERMOX,Other Serious Outcome,4
VERQUVO,Death,3
VERQUVO,Hospitalization,8
VERQUVO,Other Serious Outcome,9
VERTEPORFIN,Hospitalization,2
VERZENIO,Congenital Anomaly,9
VERZENIO,Death,143
VERZENIO,Disability,25
VERZENIO,Hospitalization,622
VERZENIO,Life Threatening,24
VERZENIO,Other Serious Outcome,706
VERZENIO,Required Intervention,2
VESICARE,Disability,1
VESICARE,Hospitalization,5
VESICARE,Life Threatening,1
VESICARE,Other Serious Outcome,27
VESTURA,Life Threatening,1
VESTURA,Other Serious Outcome,1
VEVYE,Other Serious Outcome,15
VFEND,Hospitalization,19
VFEND,Life Threatening,5
VFEND,Other Serious Outcome,27
VIAGRA,Hospitalization,2
VIAGRA,Other Serious Outcome,2
VIBEGRON,Death,6
VIBEGRON,Disability,2
VIBEGRON,Hospitalization,29
VIBEGRON,Life Threatening,6
VIBEGRON,Other Serious Outcome,38
VIBERZI,Death,3
