drugname,outcome_code,count
STERILE WATER FOR IRRIGATION,Other Serious Outcome,1
STIOLTO RESPIMAT,Disability,2
STIOLTO RESPIMAT,Hospitalization,24
STIOLTO RESPIMAT,Life Threatening,4
STIOLTO RESPIMAT,Other Serious Outcome,28
STIRIPENTOL,Other Serious Outcome,12
STIVARGA,Death,29
STIVARGA,Disability,2
STIVARGA,Hospitalization,179
STIVARGA,Life Threatening,6
STIVARGA,Other Serious Outcome,196
STRATTERA,Death,5
STRATTERA,Hospitalization,5
STRATTERA,Other Serious Outcome,27
STRENSIQ,Congenital Anomaly,4
STRENSIQ,Death,9
STRENSIQ,Hospitalization,298
STRENSIQ,Life Threatening,14
STRENSIQ,Other Serious Outcome,1625
STRENSIQ,Required Intervention,13
STRIBILD,Other Serious Outcome,47
STROMECTOL,Death,8
STROMECTOL,Hospitalization,19
STROMECTOL,Life Threatening,7
STROMECTOL,Other Serious Outcome,25
SUBLOCADE,Death,4
SUBLOCADE,Hospitalization,72
SUBLOCADE,Life Threatening,3
SUBLOCADE,Other Serious Outcome,68
SUBLOCADE,Required Intervention,2
SUBOXONE,Death,18
SUBOXONE,Hospitalization,514
SUBOXONE,Life Threatening,32
SUBOXONE,Other Serious Outcome,477
SUBOXONE,Required Intervention,13
SUBUTEX,Death,4
SUBUTEX,Hospitalization,52
SUBUTEX,Life Threatening,8
SUBUTEX,Other Serious Outcome,65
SUCCINYLCHOLINE,Hospitalization,7
SUCCINYLCHOLINE,Life Threatening,2
SUCCINYLCHOLINE,Other Serious Outcome,16
SUCCINYLCHOLINE CHLORIDE,Hospitalization,20
SUCCINYLCHOLINE CHLORIDE,Life Threatening,12
SUCCINYLCHOLINE CHLORIDE,Other Serious Outcome,57
SUCCINYLCHOLINE CHLORIDE,Required Intervention,1
SUCRALFATE,Hospitalization,13
SUCRALFATE,Other Serious Outcome,7
SUDAFED,Life Threatening,1
SUDAFED,Other Serious Outcome,1
SUDAFED PE HEAD CONGESTION PLUS FLU SEVERE,Other Serious Outcome,3
SUFENTANIL,Hospitalization,9
SUFENTANIL CITRATE,Life Threatening,1
SUFLAVE,Other Serious Outcome,5
SUGAMMADEX,Death,2
SUGAMMADEX,Hospitalization,13
SUGAMMADEX,Life Threatening,12
SUGAMMADEX,Other Serious Outcome,29
SUGAMMADEX SODIUM,Hospitalization,2
SUGAMMADEX SODIUM,Life Threatening,14
SUGAMMADEX SODIUM,Other Serious Outcome,21
SULFAMETHOXAZOLE AND TRIMETHOPRIM,Death,4
SULFAMETHOXAZOLE AND TRIMETHOPRIM,Disability,13
SULFAMETHOXAZOLE AND TRIMETHOPRIM,Hospitalization,27
SULFAMETHOXAZOLE AND TRIMETHOPRIM,Life Threatening,3
SULFAMETHOXAZOLE AND TRIMETHOPRIM,Other Serious Outcome,50
SULFAMETHOXAZOLE\TRIMETHOPRIM,Death,77
SULFAMETHOXAZOLE\TRIMETHOPRIM,Disability,1
SULFAMETHOXAZOLE\TRIMETHOPRIM,Hospitalization,188
SULFAMETHOXAZOLE\TRIMETHOPRIM,Life Threatening,74
SULFAMETHOXAZOLE\TRIMETHOPRIM,Other Serious Outcome,252
SULFAMETHOXAZOLE\TRIMETHOPRIM,Required Intervention,8
SULFASALAZINE,Congenital Anomaly,2
SULFASALAZINE,Death,3
SULFASALAZINE,Disability,2
SULFASALAZINE,Hospitalization,43
SULFASALAZINE,Life Threatening,9
SULFASALAZINE,Other Serious Outcome,168
SULFUR HEXAFLUORIDE,Hospitalization,7
SULFUR HEXAFLUORIDE,Life Threatening,13
SULFUR HEXAFLUORIDE,Other Serious Outcome,27
SULPHUR HEXAFLUORIDE,Other Serious Outcome,9
SULTAMICILLIN TOSYLATE,Hospitalization,19
SULTANOL,Hospitalization,1
SUMATRIPTAN,Congenital Anomaly,17
SUMATRIPTAN,Death,1
SUMATRIPTAN,Disability,43
SUMATRIPTAN,Hospitalization,102
SUMATRIPTAN,Life Threatening,17
SUMATRIPTAN,Other Serious Outcome,379
SUMATRIPTAN,Required Intervention,5
SUMATRIPTAN SUCCINATE,Death,4
SUMATRIPTAN SUCCINATE,Disability,4
SUMATRIPTAN SUCCINATE,Hospitalization,7
SUMATRIPTAN SUCCINATE,Life Threatening,5
SUMATRIPTAN SUCCINATE,Other Serious Outcome,23
SUNITINIB,Death,33
SUNITINIB,Hospitalization,36
SUNITINIB,Life Threatening,6
SUNITINIB,Other Serious Outcome,160
SUNITINIB MALATE,Death,9
SUNITINIB MALATE,Hospitalization,28
SUNITINIB MALATE,Life Threatening,5
SUNITINIB MALATE,Other Serious Outcome,33
SUNOSI,Congenital Anomaly,5
SUNOSI,Hospitalization,6
SUNOSI,Other Serious Outcome,22
SUNVOZERTINIB,Death,6
SUNVOZERTINIB,Disability,2
SUNVOZERTINIB,Hospitalization,46
SUNVOZERTINIB,Other Serious Outcome,4
SUPRANE,Life Threatening,10
SUPRANE,Other Serious Outcome,18
SUPREP BOWEL PREP,Hospitalization,7
SUPREP BOWEL PREP,Other Serious Outcome,3
SURVANTA,Hospitalization,4
SUSOCTOCOG ALFA,Death,1
SUSOCTOCOG ALFA,Hospitalization,3
SUSOCTOCOG ALFA,Life Threatening,3
SUSOCTOCOG ALFA,Other Serious Outcome,4
SUSVIMO,Other Serious Outcome,10
SUSVIMO,Required Intervention,2
SUTAB,Disability,12
SUTAB,Hospitalization,7
SUTAB,Other Serious Outcome,28
SUTENT,Death,34
SUTENT,Hospitalization,100
SUTENT,Life Threatening,8
SUTENT,Other Serious Outcome,240
SUTIMLIMAB-JOME,Other Serious Outcome,2
SUVOREXANT,Other Serious Outcome,5
SUZETRIGINE,Death,1
SUZETRIGINE,Hospitalization,3
SUZETRIGINE,Other Serious Outcome,3
SYFOVRE,Disability,25
SYFOVRE,Hospitalization,3
SYFOVRE,Other Serious Outcome,482
SYLVANT,Death,12
SYLVANT,Hospitalization,10
SYLVANT,Other Serious Outcome,5
SYMBICORT,Congenital Anomaly,103
SYMBICORT,Death,112
SYMBICORT,Disability,104
SYMBICORT,Hospitalization,276
SYMBICORT,Life Threatening,140
SYMBICORT,Other Serious Outcome,597
SYMBICORT,Required Intervention,10
SYMBRAVO,Other Serious Outcome,2
SYMDEKO,Death,1
SYMDEKO,Hospitalization,26
SYMDEKO,Other Serious Outcome,25
SYMLIN,Other Serious Outcome,2
SYMPROIC,Death,10
SYMPROIC,Hospitalization,11
SYMPROIC,Life Threatening,2
SYMPROIC,Other Serious Outcome,13
SYMTUZA,Death,1
SYMTUZA,Hospitalization,3
SYMTUZA,Life Threatening,3
SYMTUZA,Other Serious Outcome,11
SYMVESS,Hospitalization,4
SYNAGIS,Death,3
SYNAGIS,Hospitalization,6
SYNAGIS,Life Threatening,1
SYNAGIS,Other Serious Outcome,11
SYNJARDY,Death,1
SYNJARDY,Disability,3
SYNJARDY,Hospitalization,22
SYNJARDY,Life Threatening,16
SYNJARDY,Other Serious Outcome,12
SYNTHROID,Death,108
SYNTHROID,Disability,10
SYNTHROID,Hospitalization,557
SYNTHROID,Life Threatening,54
SYNTHROID,Other Serious Outcome,1029
SYSTANE (HYPROMELLOSE 2910 (4000 MPA.S)),Other Serious Outcome,3
SYSTANE COMPLETE PF,Other Serious Outcome,9
SYSTANE HYDRATION PF PRESERVATIVE FREE,Other Serious Outcome,17
SYSTANE PRO PF,Other Serious Outcome,6
SYSTANE PRO PF,Required Intervention,10
SYSTANE ULTRA,Other Serious Outcome,4
SYSTANE ULTRA PRESERVATIVE FREE,Other Serious Outcome,4
TABLOID,Death,1
TABRECTA,Death,10
TABRECTA,Hospitalization,23
TABRECTA,Other Serious Outcome,22
TACHOSIL,Hospitalization,5
TACHOSIL,Other Serious Outcome,9
TACLONEX,Hospitalization,48
TACLONEX,Other Serious Outcome,63
TACROLIMUS,Congenital Anomaly,15
TACROLIMUS,Death,780
TACROLIMUS,Disability,55
TACROLIMUS,Hospitalization,3012
TACROLIMUS,Life Threatening,1004
TACROLIMUS,Other Serious Outcome,3973
TADALAFIL,Death,83
TADALAFIL,Disability,62
TADALAFIL,Hospitalization,527
TADALAFIL,Life Threatening,72
TADALAFIL,Other Serious Outcome,626
TAFAMIDIS,Death,26
TAFAMIDIS,Hospitalization,42
TAFAMIDIS,Other Serious Outcome,58
TAFAMIDIS MEGLUMINE,Other Serious Outcome,1
TAFASITAMAB,Death,26
TAFASITAMAB,Hospitalization,17
TAFASITAMAB,Life Threatening,9
TAFASITAMAB,Other Serious Outcome,305
TAFINLAR,Death,54
TAFINLAR,Disability,6
TAFINLAR,Hospitalization,180
TAFINLAR,Life Threatening,12
TAFINLAR,Other Serious Outcome,410
TAGRAXOFUSP,Other Serious Outcome,9
TAGRISSO,Death,59
TAGRISSO,Disability,5
TAGRISSO,Hospitalization,230
TAGRISSO,Life Threatening,12
TAGRISSO,Other Serious Outcome,722
TAGRISSO,Required Intervention,8
TAHOR,Congenital Anomaly,2
TAHOR,Death,2
TAHOR,Disability,5
TAHOR,Hospitalization,20
TAHOR,Other Serious Outcome,18
TAKHZYRO,Hospitalization,297
TAKHZYRO,Other Serious Outcome,429
TALAZOPARIB,Death,13
TALAZOPARIB,Hospitalization,3
TALAZOPARIB,Other Serious Outcome,34
TALETRECTINIB ADIPATE,Other Serious Outcome,30
TALICIA,Other Serious Outcome,1
TALIGLUCERASE ALFA,Death,13
TALIGLUCERASE ALFA,Hospitalization,23
TALIGLUCERASE ALFA,Other Serious Outcome,35
TALIMOGENE LAHERPAREPVEC,Other Serious Outcome,9
TALQUETAMAB,Death,11
TALQUETAMAB,Disability,2
TALQUETAMAB,Hospitalization,30
TALQUETAMAB,Life Threatening,2
TALQUETAMAB,Other Serious Outcome,98
TALQUETAMAB-TGVS,Death,4
TALTZ,Death,36
TALTZ,Disability,22
TALTZ,Hospitalization,146
TALTZ,Life Threatening,6
TALTZ,Other Serious Outcome,213
TALTZ,Required Intervention,3
TALVEY,Death,55
TALVEY,Disability,6
TALVEY,Hospitalization,470
TALVEY,Life Threatening,2
TALVEY,Other Serious Outcome,449
TALVEY,Required Intervention,6
TALZENNA,Death,16
TALZENNA,Disability,1
TALZENNA,Hospitalization,30
TALZENNA,Life Threatening,6
TALZENNA,Other Serious Outcome,69
TAMIFLU,Death,10
TAMIFLU,Hospitalization,32
TAMIFLU,Life Threatening,11
TAMIFLU,Other Serious Outcome,71
TAMIFLU,Required Intervention,11
TAMOXIFEN,Death,4
TAMOXIFEN,Hospitalization,162
TAMOXIFEN,Life Threatening,11
TAMOXIFEN,Other Serious Outcome,321
TAMOXIFEN CITRATE,Hospitalization,1
TAMOXIFEN CITRATE,Other Serious Outcome,20
TAMSULOSIN,Congenital Anomaly,36
TAMSULOSIN,Death,76
TAMSULOSIN,Disability,101
TAMSULOSIN,Hospitalization,189
TAMSULOSIN,Life Threatening,102
TAMSULOSIN,Other Serious Outcome,445
TAMSULOSIN HYDROCHLORIDE,Congenital Anomaly,61
TAMSULOSIN HYDROCHLORIDE,Death,97
TAMSULOSIN HYDROCHLORIDE,Disability,116
TAMSULOSIN HYDROCHLORIDE,Hospitalization,134
TAMSULOSIN HYDROCHLORIDE,Life Threatening,48
TAMSULOSIN HYDROCHLORIDE,Other Serious Outcome,332
TARLATAMAB,Death,46
TARLATAMAB,Disability,2
TARLATAMAB,Hospitalization,33
TARLATAMAB,Life Threatening,9
TARLATAMAB,Other Serious Outcome,86
TARLATAMAB-DLLE,Hospitalization,4
TARPEYO,Death,24
TARPEYO,Hospitalization,247
TARPEYO,Other Serious Outcome,621
TASCENSO ODT,Death,1
TASCENSO ODT,Disability,5
TASCENSO ODT,Hospitalization,4
TASCENSO ODT,Life Threatening,1
TASCENSO ODT,Other Serious Outcome,23
TASCENSO ODT,Required Intervention,4
TASIGNA,Death,15
TASIGNA,Hospitalization,261
TASIGNA,Life Threatening,271
TASIGNA,Other Serious Outcome,1057
TAVALISSE,Death,39
TAVALISSE,Hospitalization,158
TAVALISSE,Life Threatening,1
TAVALISSE,Other Serious Outcome,35
TAVNEOS,Death,177
TAVNEOS,Disability,19
TAVNEOS,Hospitalization,759
TAVNEOS,Life Threatening,64
TAVNEOS,Other Serious Outcome,407
TAVNEOS,Required Intervention,4
TAVOR (LORAZEPAM),Congenital Anomaly,2
TAVOR (LORAZEPAM),Death,2
TAVOR (LORAZEPAM),Hospitalization,8
TAVOR (LORAZEPAM),Life Threatening,3
TAVOR (LORAZEPAM),Other Serious Outcome,20
TAXOL,Death,21
TAXOL,Hospitalization,24
TAXOL,Required Intervention,5
TAXOTERE,Congenital Anomaly,7
TAXOTERE,Death,63
TAXOTERE,Hospitalization,157
TAXOTERE,Life Threatening,48
TAXOTERE,Other Serious Outcome,188
TAZEMETOSTAT,Death,10
TAZEMETOSTAT,Hospitalization,5
TAZEMETOSTAT,Other Serious Outcome,15
TAZEMETOSTAT HYDROBROMIDE,Death,13
TAZEMETOSTAT HYDROBROMIDE,Hospitalization,66
TAZEMETOSTAT HYDROBROMIDE,Life Threatening,7
TAZEMETOSTAT HYDROBROMIDE,Other Serious Outcome,66
TAZOBACTAM,Hospitalization,4
TAZVERIK,Death,62
TAZVERIK,Hospitalization,177
TAZVERIK,Life Threatening,18
TAZVERIK,Other Serious Outcome,392
TEA,Hospitalization,6
TEA,Life Threatening,6
TEA,Other Serious Outcome,6
TEBENTAFUSP,Death,4
TEBENTAFUSP,Disability,1
TEBENTAFUSP,Hospitalization,5
TEBENTAFUSP,Other Serious Outcome,14
TECARTUS,Death,58
TECARTUS,Disability,1
TECARTUS,Hospitalization,53
TECARTUS,Life Threatening,26
TECARTUS,Other Serious Outcome,103
TECARTUS,Required Intervention,2
TECENTRIQ,Death,522
TECENTRIQ,Disability,18
TECENTRIQ,Hospitalization,783
TECENTRIQ,Life Threatening,68
TECENTRIQ,Other Serious Outcome,1153
TECENTRIQ HYBREZA,Hospitalization,2
TECFIDERA,Death,8
TECFIDERA,Hospitalization,184
TECFIDERA,Life Threatening,10
TECFIDERA,Other Serious Outcome,107
TECHNESCAN PYP,Other Serious Outcome,3
TECLISTAMAB,Death,68
TECLISTAMAB,Hospitalization,118
TECLISTAMAB,Life Threatening,43
TECLISTAMAB,Other Serious Outcome,342
TECLISTAMAB-CQYV,Hospitalization,2
TECLISTAMAB-CQYV,Other Serious Outcome,2
TECVAYLI,Death,125
TECVAYLI,Disability,8
TECVAYLI,Hospitalization,224
TECVAYLI,Life Threatening,8
TECVAYLI,Other Serious Outcome,449
TECVAYLI,Required Intervention,7
TEDIZOLID,Other Serious Outcome,1
TEDIZOLID PHOSPHATE,Hospitalization,1
TEDUGLUTIDE,Death,650
TEDUGLUTIDE,Disability,270
TEDUGLUTIDE,Hospitalization,49468
TEDUGLUTIDE,Life Threatening,315
TEDUGLUTIDE,Other Serious Outcome,57416
TEFLARO,Other Serious Outcome,1
TEGRETOL,Congenital Anomaly,12
TEGRETOL,Death,3
TEGRETOL,Disability,55
TEGRETOL,Hospitalization,185
TEGRETOL,Life Threatening,15
TEGRETOL,Other Serious Outcome,344
TEGRETOL XR,Death,35
TEGRETOL XR,Hospitalization,58
TEGRETOL XR,Life Threatening,4
TEGRETOL XR,Other Serious Outcome,65
TEGSEDI,Death,17
TEGSEDI,Hospitalization,113
TEGSEDI,Life Threatening,18
TEGSEDI,Other Serious Outcome,178
TELISOTUZUMAB VEDOTIN,Other Serious Outcome,4
TELMISARTAN,Death,68
TELMISARTAN,Disability,75
TELMISARTAN,Hospitalization,81
TELMISARTAN,Life Threatening,76
TELMISARTAN,Other Serious Outcome,168
TEMAZEPAM,Hospitalization,27
TEMAZEPAM,Other Serious Outcome,27
TEMBEXA,Other Serious Outcome,3
TEMODAL,Death,3
TEMODAL,Hospitalization,7
TEMODAL,Life Threatening,2
TEMODAL,Other Serious Outcome,10
TEMODAR,Hospitalization,6
TEMODAR,Other Serious Outcome,9
TEMOZOLOMIDE,Death,64
TEMOZOLOMIDE,Disability,3
TEMOZOLOMIDE,Hospitalization,167
TEMOZOLOMIDE,Life Threatening,9
TEMOZOLOMIDE,Other Serious Outcome,264
TEMOZOLOMIDE,Required Intervention,3
TENAPANOR HYDROCHLORIDE,Death,12
TENAPANOR HYDROCHLORIDE,Hospitalization,29
TENAPANOR HYDROCHLORIDE,Life Threatening,2
TENAPANOR HYDROCHLORIDE,Other Serious Outcome,58
TENECTEPLASE,Death,3
TENECTEPLASE,Disability,5
TENECTEPLASE,Hospitalization,25
TENECTEPLASE,Life Threatening,13
TENECTEPLASE,Other Serious Outcome,17
TENECTEPLASE,Required Intervention,8
TENOFOVIR,Death,6
TENOFOVIR,Hospitalization,22
TENOFOVIR,Life Threatening,7
TENOFOVIR,Other Serious Outcome,37
TENOFOVIR ALAFENAMIDE,Death,11
TENOFOVIR ALAFENAMIDE,Hospitalization,26
TENOFOVIR ALAFENAMIDE,Other Serious Outcome,64
TENOFOVIR DISOPROXIL,Congenital Anomaly,11
TENOFOVIR DISOPROXIL,Other Serious Outcome,15
TENOFOVIR DISOPROXIL FUMARATE,Congenital Anomaly,5
TENOFOVIR DISOPROXIL FUMARATE,Disability,8
TENOFOVIR DISOPROXIL FUMARATE,Hospitalization,14
TENOFOVIR DISOPROXIL FUMARATE,Other Serious Outcome,32
TEPEZZA,Death,35
TEPEZZA,Disability,389
TEPEZZA,Hospitalization,150
TEPEZZA,Life Threatening,22
TEPEZZA,Other Serious Outcome,698
TEPEZZA,Required Intervention,6
TEPLIZUMAB,Hospitalization,55
TEPLIZUMAB,Other Serious Outcome,62
TEPLIZUMAB-MZWV,Death,49
TEPLIZUMAB-MZWV,Hospitalization,24
TEPLIZUMAB-MZWV,Other Serious Outcome,60
TEPMETKO,Death,9
TEPMETKO,Disability,1
TEPMETKO,Hospitalization,28
TEPMETKO,Other Serious Outcome,99
TEPOTINIB,Hospitalization,8
TEPOTINIB,Other Serious Outcome,12
TEPROTUMUMAB,Other Serious Outcome,36
TERBINAFINE,Death,28
TERBINAFINE,Disability,1
TERBINAFINE,Hospitalization,78
TERBINAFINE,Life Threatening,18
TERBINAFINE,Other Serious Outcome,158
TERBINAFINE,Required Intervention,11
TERBINAFINE HYDROCHLORIDE,Other Serious Outcome,7
TERBUTALINE,Disability,7
TERBUTALINE,Required Intervention,7
TERBUTALINE SULFATE,Other Serious Outcome,6
TERIFLUNOMIDE,Death,8
TERIFLUNOMIDE,Hospitalization,91
TERIFLUNOMIDE,Other Serious Outcome,130
TERIFLUNOMIDE,Required Intervention,4
TERIPARATIDE,Death,10
TERIPARATIDE,Disability,21
TERIPARATIDE,Hospitalization,140
TERIPARATIDE,Other Serious Outcome,399
TERIPARATIDE,Required Intervention,3
TERLIPRESSIN,Hospitalization,4
TERLIPRESSIN,Other Serious Outcome,7
TESTOPEL,Hospitalization,3
TESTOPEL,Other Serious Outcome,6
TESTOSTERONE,Death,52
TESTOSTERONE,Disability,11
TESTOSTERONE,Hospitalization,262
TESTOSTERONE,Life Threatening,40
TESTOSTERONE,Other Serious Outcome,444
TESTOSTERONE CYPIONATE,Hospitalization,49
TESTOSTERONE CYPIONATE,Life Threatening,13
TESTOSTERONE CYPIONATE,Other Serious Outcome,139
TESTOSTERONE ENANTHATE,Hospitalization,2
TESTOSTERONE ENANTHATE,Life Threatening,2
TESTOSTERONE ENANTHATE,Other Serious Outcome,4
TESTOSTERONE UNDECANOATE,Other Serious Outcome,25
TESTOSTERONE\TRIAMCINOLONE ACETONIDE,Other Serious Outcome,10
TETRABENAZINE,Death,2
TETRABENAZINE,Hospitalization,5
TETRABENAZINE,Other Serious Outcome,14
TETRACAINE HYDROCHLORIDE,Other Serious Outcome,3
TEVIMBRA,Death,27
TEVIMBRA,Hospitalization,33
TEVIMBRA,Other Serious Outcome,60
TEZEPELUMAB,Death,56
TEZEPELUMAB,Disability,3
TEZEPELUMAB,Hospitalization,333
TEZEPELUMAB,Life Threatening,6
TEZEPELUMAB,Other Serious Outcome,733
TEZEPELUMAB,Required Intervention,3
TEZSPIRE,Congenital Anomaly,3
TEZSPIRE,Death,25
TEZSPIRE,Disability,4
TEZSPIRE,Hospitalization,262
TEZSPIRE,Life Threatening,18
TEZSPIRE,Other Serious Outcome,393
TEZSPIRE,Required Intervention,7
THALIDOMIDE,Death,3
THALIDOMIDE,Hospitalization,2
THALIDOMIDE,Life Threatening,4
THALIDOMIDE,Other Serious Outcome,24
THALOMID,Congenital Anomaly,1
THALOMID,Death,6
THALOMID,Disability,1
THALOMID,Hospitalization,45
THALOMID,Life Threatening,1
THALOMID,Other Serious Outcome,80
THEOPHYLLINE,Hospitalization,28
THEOPHYLLINE,Life Threatening,14
THEOPHYLLINE,Other Serious Outcome,21
THEOPHYLLINE ANHYDROUS,Other Serious Outcome,5
THERAFLU SEVERE COLD RELIEF DAYTIME BERRY BURST,Other Serious Outcome,5
THERAFLU SEVERE CONGESTION RELIEF NASAL MIST,Other Serious Outcome,1
THERATEARS EXTRA,Other Serious Outcome,7
THIAMINE,Other Serious Outcome,2
THIAMINE HYDROCHLORIDE,Death,1
THIAMINE HYDROCHLORIDE,Hospitalization,21
THIAMINE HYDROCHLORIDE,Life Threatening,20
THIOLA EC,Hospitalization,4
THIOLA EC,Other Serious Outcome,11
THIOTEPA,Death,27
THIOTEPA,Disability,10
THIOTEPA,Hospitalization,59
THIOTEPA,Life Threatening,21
THIOTEPA,Other Serious Outcome,176
THRIVE,Other Serious Outcome,6
THYMOCYTE IMMUNE GLOBULIN NOS,Hospitalization,9
THYMOCYTE IMMUNE GLOBULIN NOS,Life Threatening,6
THYMOCYTE IMMUNE GLOBULIN NOS,Other Serious Outcome,14
THYMOGLOBULIN,Death,21
THYMOGLOBULIN,Hospitalization,71
THYMOGLOBULIN,Life Threatening,19
THYMOGLOBULIN,Other Serious Outcome,113
THYMOGLOBULINE,Death,3
THYMOGLOBULINE,Other Serious Outcome,25
THYROGEN,Other Serious Outcome,4
THYROID,Hospitalization,7
TIANEPTINE,Hospitalization,3
TIANEPTINE,Required Intervention,3
TIAZAC,Death,44
TIAZAC,Hospitalization,44
TIAZAC,Life Threatening,44
TIAZAC,Other Serious Outcome,44
TIBSOVO,Death,56
TIBSOVO,Hospitalization,86
TIBSOVO,Life Threatening,20
TIBSOVO,Other Serious Outcome,109
TICAGRELOR,Death,37
TICAGRELOR,Disability,7
TICAGRELOR,Hospitalization,248
TICAGRELOR,Life Threatening,42
TICAGRELOR,Other Serious Outcome,329
TICE BCG,Death,63
TICE BCG,Hospitalization,82
TICE BCG,Life Threatening,7
TICE BCG,Other Serious Outcome,14
TIGECYCLINE,Death,8
TIGECYCLINE,Hospitalization,24
TIGECYCLINE,Life Threatening,4
TIGECYCLINE,Other Serious Outcome,49
TIKOSYN,Death,2
TIKOSYN,Disability,4
TIKOSYN,Hospitalization,37
TIKOSYN,Life Threatening,3
TIKOSYN,Other Serious Outcome,107
TILDRAKIZUMAB,Death,14
TILDRAKIZUMAB,Disability,9
TILDRAKIZUMAB,Hospitalization,151
TILDRAKIZUMAB,Life Threatening,5
TILDRAKIZUMAB,Other Serious Outcome,230
TIMOLOL,Death,7
TIMOLOL,Hospitalization,4
TIMOLOL,Other Serious Outcome,19
TIMOLOL MALEATE,Other Serious Outcome,18
TINACTIN,Death,4
TINACTIN,Disability,21
TINACTIN,Life Threatening,4
TINACTIN,Other Serious Outcome,34
TIOCONAZOLE OINTMENT 6.5%,Hospitalization,5
TIOTROPIUM,Hospitalization,398
TIOTROPIUM,Life Threatening,312
TIOTROPIUM,Other Serious Outcome,460
TIOTROPIUM BROMIDE,Death,1
TIOTROPIUM BROMIDE MONOHYDRATE,Other Serious Outcome,31
TIPIRACIL HYDROCHLORIDE\TRIFLURIDINE,Hospitalization,5
TIROFIBAN,Death,1
TIROFIBAN,Other Serious Outcome,1
TIROFIBAN HYDROCHLORIDE,Hospitalization,1
TIROFIBAN HYDROCHLORIDE,Other Serious Outcome,1
TIROSINT,Death,4
TIROSINT,Disability,7
TIROSINT,Hospitalization,24
TIROSINT,Other Serious Outcome,58
TIROSINT-SOL,Other Serious Outcome,5
TIRZEPATIDE,Congenital Anomaly,5
TIRZEPATIDE,Death,27
TIRZEPATIDE,Disability,50
TIRZEPATIDE,Hospitalization,318
TIRZEPATIDE,Life Threatening,83
TIRZEPATIDE,Other Serious Outcome,421
TIRZEPATIDE,Required Intervention,7
TISAGENLECLEUCEL,Death,8
TISAGENLECLEUCEL,Hospitalization,11
TISAGENLECLEUCEL,Life Threatening,11
TISAGENLECLEUCEL,Other Serious Outcome,23
TISLELIZUMAB,Congenital Anomaly,4
TISLELIZUMAB,Death,5
TISLELIZUMAB,Disability,172
TISLELIZUMAB,Hospitalization,1700
TISLELIZUMAB,Life Threatening,195
TISLELIZUMAB,Other Serious Outcome,2012
TISSEEL (FACTOR XIII CONCENTRATE (HUMAN)\FIBRINOGEN HUMAN\THROMBIN HUMAN),Disability,12
TISSEEL (FACTOR XIII CONCENTRATE (HUMAN)\FIBRINOGEN HUMAN\THROMBIN HUMAN),Other Serious Outcome,14
TIVDAK,Death,21
TIVDAK,Disability,24
TIVDAK,Hospitalization,116
TIVDAK,Life Threatening,14
TIVDAK,Other Serious Outcome,238
TIVICAY,Death,20
TIVICAY,Hospitalization,30
TIVICAY,Other Serious Outcome,26
TIVOZANIB,Hospitalization,1
TIZANIDINE,Hospitalization,36
TIZANIDINE,Life Threatening,19
TIZANIDINE,Other Serious Outcome,28
TIZANIDINE HYDROCHLORIDE,Hospitalization,3
TIZANIDINE HYDROCHLORIDE,Life Threatening,1
TIZANIDINE HYDROCHLORIDE,Other Serious Outcome,3
TNKASE,Death,3
TNKASE,Hospitalization,4
TNKASE,Life Threatening,20
TNKASE,Other Serious Outcome,3
TNKASE,Required Intervention,1
TOBI,Hospitalization,30
TOBI,Other Serious Outcome,26
TOBI PODHALER,Death,1
TOBI PODHALER,Hospitalization,50
TOBI PODHALER,Other Serious Outcome,4
TOBRADEX,Hospitalization,1
TOBRADEX,Other Serious Outcome,17
TOBRAMYCIN,Death,19
TOBRAMYCIN,Disability,14
TOBRAMYCIN,Hospitalization,241
TOBRAMYCIN,Life Threatening,9
TOBRAMYCIN,Other Serious Outcome,131
TOBRAMYCIN AND DEXAMETHASONE,Other Serious Outcome,2
TOBRAMYCIN INHALATION,Death,1
TOBRAMYCIN SULFATE,Disability,6
TOBREX,Death,1
TOBREX,Disability,18
TOBREX,Hospitalization,18
TOBREX,Other Serious Outcome,1
TOCILIZUMAB,Death,119
TOCILIZUMAB,Disability,30
TOCILIZUMAB,Hospitalization,255
TOCILIZUMAB,Life Threatening,47
TOCILIZUMAB,Other Serious Outcome,684
TOCILIZUMAB-AAZG,Death,1
TOCILIZUMAB-BAVI,Death,3
TOCILIZUMAB-BAVI,Hospitalization,4
TOCILIZUMAB-BAVI,Other Serious Outcome,15
TOFACITINIB,Congenital Anomaly,66
TOFACITINIB,Death,5
TOFACITINIB,Disability,60
TOFACITINIB,Hospitalization,78
TOFACITINIB,Life Threatening,1
TOFACITINIB,Other Serious Outcome,111
TOFACITINIB,Required Intervention,1
TOFACITINIB CITRATE,Death,3
TOFACITINIB CITRATE,Hospitalization,7
TOFACITINIB CITRATE,Life Threatening,4
TOFACITINIB CITRATE,Other Serious Outcome,32
TOFERSEN,Death,41
TOFERSEN,Hospitalization,61
TOFERSEN,Other Serious Outcome,27
TOFIDENCE,Other Serious Outcome,2
TOLAK,Hospitalization,3
TOLAK,Other Serious Outcome,20
TOLODODEKIN ALFA,Death,23
TOLODODEKIN ALFA,Hospitalization,31
TOLODODEKIN ALFA,Life Threatening,3
TOLODODEKIN ALFA,Other Serious Outcome,103
TOLTERODINE,Hospitalization,2
TOLTERODINE,Other Serious Outcome,12
TOLVAPTAN,Death,371
